video_id,title,published_at,duration,viewCount,likeCount,commentCount,engagement_total,tags
mUHg7LtTxVw,RANGGA & CINTA KINI DI PAWAGAM MALAYSIA,2025-11-06 03:05:05,PT2M8S,2311,58,1,59,"grand,brilliance"
8g3DOIW_fgE,RANGGA & CINTA FINAL TRAILER (DI PAWAGAM MALAYSIA 6 NOVEMBER 2025),2025-10-28 02:27:36,PT1M32S,1608,39,4,43,"grand,brilliance"
UXlbhMNkzz4,DI SEBALIK TABIR QIFARAH | DI PAWAGAM 9 OKTOBER 2025,2025-10-05 12:53:19,PT23M40S,23667,333,58,391,"grand,brilliance"
-yOEf2IYyTI,OFFICIAL TRAILER | QIFARAH 9 OKTOBER 2025,2025-09-19 13:00:02,PT1M37S,70123,750,141,891,"Qifarah,primeworks,horror,seram"
uYcjKirEdEs,TEASER TRAILER | QIFARAH 9 OKTOBER 2025,2025-09-11 13:03:17,PT30S,6871,89,18,107,"grand,brilliance"
np50CI4NlD8,TRAILER RASMI SORE: ISTRI DARI MASA DEPAN DI PAWAGAM MALAYSIA 25 SEPTEMBER 2025,2025-09-01 13:01:33,PT2M7S,5840,97,33,130,
0SK6D_iurzM,BLOOD BROTHERS: BARA NAGA - Traffic Jam Gun Fight,2025-05-08 11:54:38,PT15S,56292,263,38,301,"grand,brilliance"
pGCDWY2CZaQ,BLOOD BROTHERS : BARA NAGA - Bluetooth Connected!,2025-05-07 09:01:20,PT23S,36178,438,21,459,"grand,brilliance"
VaaRVn4haQc,BLOOD BROTHERS: BARA NAGA - Ariff Rooftop Fight,2025-05-06 09:10:25,PT18S,52515,597,72,669,
UhbG-F5oIDU,BLOOD BROTHERS : BARA NAGA - Abang Jambang vs Ah Long.,2025-05-05 09:15:04,PT31S,116481,756,82,838,"grand,brilliance"
OrdQCnNN4zE,"BLOOD BROTHERS : BARA NAGA - ""Dulu ditindas, sekarang di atas""",2025-05-04 12:06:49,PT56S,40776,506,45,551,"grand,brilliance"
E7qgByYGShg,"BLOOD BROTHERS : BARA NAGA - Assalamualaikum, Boom!",2025-05-03 12:03:08,PT14S,47899,523,80,603,"grand,brilliance"
jbyZ8aFGRM4,BLOOD BROTHERS : BARA NAGA - Ariff vs Ghaz showdown.,2025-05-02 05:00:42,PT51S,74646,800,147,947,"grand,brilliance"
SrjOqcd-F-M,"BLOOD BROTHERS : BARA NAGA - Ariff vs Malik, Rooftop Fight",2025-04-29 13:00:53,PT26S,65722,661,50,711,"grand,brilliance"
By5rGQBMRn4,BLOOD BROTHERS : BARA NAGA - Jaki P.I.,2025-04-28 12:55:00,PT27S,18358,193,23,216,"grand,brilliance"
Fjc_1Zdp9Pc,BLOOD BROTHERS : BARA NAGA - Asam Kasi Kaw!,2025-04-25 12:00:33,PT21S,58173,547,52,599,"grand,brilliance"
zcpJj4_-Gtk,BLOOD BROTHERS : BARA NAGA - Blood Brothers Epic Walk.,2025-04-24 12:01:45,PT1M2S,159224,1706,251,1957,"grand,brilliance"
WNeB-cq-3rc,"BLOOD BROTHERS : BARA NAGA - Ghaz and Ariff, Traffic Jam Tension",2025-04-23 12:01:01,PT55S,69613,753,120,873,"grand,brilliance"
KNAVdBIj_Uc,DI SEBALIK TABIR 6 JILAKE | DI PAWAGAM 24 APRIL 2025,2025-04-20 09:30:06,PT24M,73844,643,107,750,"grand,brilliance"
MA8B9J1Jiao,DI SEBALIK TABIR BLOOD BROTHERS : BARA NAGA | DI PAWAGAM 10 APRIL 2025,2025-04-06 08:00:19,PT23M10S,458962,4256,537,4793,
d1nGdLRejl0,ACTION TRAILER BLOOD BROTHERS : BARA NAGA | DI PAWAGAM 10 APRIL 2025,2025-03-30 13:00:06,PT1M1S,222152,2071,156,2227,"grand,brilliance"
7Jtz56KnhnU,TRELER RASMI 6 JILAKE | DI PAWAGAM 24 APRIL 2025,2025-03-26 05:14:51,PT1M30S,107746,1166,212,1378,
lAaRs4S9LvE,BLOOD BROTHERS: TV SPOT #2 🩸🔥 #bloodbrothers #baranaga,2025-03-23 12:29:14,PT31S,13299,228,2,230,
XEjI9sbOcgk,BLOOD BROTHERS: TV SPOT #1 🩸🔥 #bloodbrothers #baranaga,2025-03-23 11:02:43,PT31S,705,17,0,17,
cdFNp2gHLJo,TEASER TRELER RASMI 6 JILAKE #2 | DI PAWAGAM 24 APRIL 2025,2025-03-21 14:00:43,PT15S,5776,80,11,91,"grand,brilliance"
Zc_EPW1RQZw,TEASER TRELER RASMI 6 JILAKE #1 | DI PAWAGAM 24 APRIL 2025,2025-03-18 14:30:29,PT15S,6388,102,15,117,"grand,brilliance"
tUYQjUvXRog,BLOOD BROTHERS: BARA NAGA TV SPOT #2 | DI PAWAGAM 10 APRIL 2025,2025-03-17 13:01:23,PT31S,20771,268,29,297,"grand,brilliance"
TIjkLu2o7mI,BLOOD BROTHERS: BARA NAGA TV SPOT #1 | DI PAWAGAM 10 APRIL 2025,2025-03-10 13:00:43,PT31S,15178,180,19,199,"grand,brilliance"
QWnaYorT0Wo,TRAILER RASMI BLOOD BROTHERS : BARA NAGA | DI PAWAGAM 10 APRIL 2025,2025-03-03 14:00:06,PT2M16S,1379298,14884,2126,17010,"grand,brilliance"
wZ2sqLUcgqA,Ejen Ali The Movie Tayangan Semula!,2025-02-05 13:15:30,PT35S,1438,44,0,44,"grand,brilliance"
LTiHfcY_TNU,Siapa Tahu Jawapan Teka-Teki Ini?,2025-01-15 09:15:21,PT1M1S,881,15,0,15,"grand,brilliance"
LCG5EJIpqXo,Lagu ini terperangkap sejak 8 tahun lepas?,2025-01-15 09:12:57,PT1M,800,13,0,13,"grand,brilliance"
M9AUrBZOvIE,Sini Cakap - Tyra Remy terperangkap semasa penggambaran muzik video?,2025-01-15 09:08:03,PT17M48S,260,5,0,5,"grand,brilliance"
vFBi74Rc2hE,Terperangkap semasa penggambaran muzik video? 😱😰,2025-01-15 08:36:16,PT1M1S,672,10,0,10,"grand,brilliance"
HTbjRqfODng,RAHSIA GELAP DIBONGKAR: BISIKAN DOSA | DI PAWAGAM 9 JANUARI 2025,2025-01-05 09:30:06,PT24M35S,6001,75,6,81,"grand,brilliance"
QMOGnKU8zL0,'TEASER' TRELER #2 FILEM BISIKAN DOSA | 9 JANUARI 2025,2024-12-15 06:47:25,PT31S,1206,7,1,8,"grand,brilliance"
dUcceUNsX84,PROMO EKSKLUSIF FILEM BISIKAN DOSA | 9 JANUARI 2025,2024-12-15 06:44:50,PT31S,1234,13,1,14,"grand,brilliance"
fjuO6yq7Bd0,'TEASER' TRELER #1 FILEM BISIKAN DOSA | 9 JANUARI 2025,2024-12-13 07:18:55,PT17S,1205,7,0,7,"grand,brilliance"
g7e95wIDBOY,OST Filem Bisikan Dosa - Sehidup Semati,2024-12-12 13:27:50,PT18S,1473,24,2,26,"grand,brilliance"
0wQA2huNF8Q,TRELER RASMI FILEM BISIKAN DOSA | 9 JANUARI 2025,2024-12-12 13:22:54,PT2M1S,15100,75,20,95,"grand,brilliance"
LiS2Os8YkTc,TYRA REMY - SEHIDUP SEMATI | OST BISIKAN DOSA | 9 JANUARI 2025,2024-12-12 10:21:55,PT4M17S,1219,16,4,20,"grand,brilliance"
uh0S1_iAV_0,TRELER RASMI JANGAN PANDANG BELAKANG 2 I DI PAWAGAM 21 NOVEMBER 2024,2024-11-12 01:45:03,PT1M40S,13375,84,18,102,"grand,brilliance"
sPRml-HdK7k,DI SEBALIK TABIR REEZA GTR I DI PAWAGAM 17 OKTOBER 2024,2024-10-14 04:00:32,PT24M,10972,168,19,187,"grand,brilliance,Reeza GTR,ALIF SATAR,SOPHIA ALBARAKBAH,FILEM LOKAL,PRIMEWORKS STUDIOS,GTR"
nNJl4vvlRok,INI BUKAN BORAK KOSONG - DOTTIE BAGI AMARAN KEPADA YANG NAK JADI ARTIS,2024-09-08 05:08:00,PT10M24S,355,2,1,3,"grand,brilliance"
PP1e8q-_kqU,INI BUKAN BORAK KOSONG - AYA AMIRUDDIN ISTERI SOLEHAH?,2024-09-07 05:05:46,PT10M20S,811,8,0,8,"grand,brilliance"
JrJsyihrxeE,INI BUKAN BORAK KOSONG - ISYARIANA TRAUMA DENGAN LELAKI?,2024-08-17 04:57:52,PT8M12S,692,22,4,26,"grand,brilliance"
YuAEvCREXGc,CINTAMU OLEH AMER MUNAWER BINYUSOFF FT SYED YASSIN & ABDUL RAHIM,2024-07-05 12:05:02,PT2M1S,2136,19,0,19,"grand,brilliance,AMER MUNAWER,RUFFEDGE,SAKA PERAWAN,OST,FILEM MELAYU,PRIMEWORKS STUDIOS,CINTAMU"
Bf5R3A_nv3I,UNPLUGGED FILEM I SAKA PERAWAN | DI PAWAGAM 27 JUN 2024,2024-06-27 05:02:04,PT4M59S,2781,50,7,57,"grand,brilliance"
JIdHaE9ljAg,DI SEBALIK TABIR FILEM SAKA PERAWAN | DI PAWAGAM 27 JUN 2024,2024-06-26 13:00:07,PT24M,23378,254,0,254,"grand,brilliance,saka perawan,senario,sophiaalbarakbah,filemmelayu,disebaliktabir"
fQffvVTRD60,TRAILER SAKA PERAWAN 2 I DI PAWAGAM 27 JUN 2024,2024-06-25 09:57:35,PT30S,9300,42,1,43,"grand,brilliance,primeworks studios,filem melayu,senario,azlee"
EhLbbYC_6_4,TRAILER SAKA PERAWAN 1 I DI PAWAGAM 27 JUN 2024,2024-06-25 09:42:53,PT30S,11976,53,1,54,"grand,brilliance,Primeworks studios,seram komedi,filem melayu"
DbbxgevhSw4,TEASER PROMO SAKA PERAWAN | DI PAWAGAM 27 JUN 2024 | #1,2024-06-25 08:43:48,PT15S,6387,23,0,23,"grand,brilliance"
hUD5tTkPtKQ,TEASER PROMO SAKA PERAWAN | DI PAWAGAM 27 JUN 2024 | #3,2024-06-25 08:44:20,PT6S,2430,7,0,7,"grand,brilliance"
TCkzMkfD0pQ,TEASER PROMO SAKA PERAWAN | DI PAWAGAM 27 JUN 2024 | #2,2024-06-25 08:44:31,PT15S,3882,21,2,23,"grand,brilliance"
VLsYd7GQYLU,SAKA PERAWAN | TRELER RASMI | 27 JUN 2024,2024-05-30 13:00:21,PT1M42S,71350,1108,40,1148,"grand,brilliance,sakaperawan,primeworksstudios"
K4NxcbTBMfM,DI SEBALIK TABIR ANAK PERJANJIAN SYAITAN 2,2024-01-07 09:30:08,PT24M,40849,354,25,379,"grand,brilliance"
GAAfNEh0ReY,ANAK PERJANJIAN SYAITAN 2 | TRELER RASMI | DI PAWAGAM 4 JANUARI 2024,2023-12-01 13:00:08,PT1M47S,336601,1218,142,1360,"grand,brilliance,studio,Primeworks Studios,Film,Malaysia,Media Prima,Seram,Anak Perjanjian Syaitan,2024,trailer,official trailer,filem 2024"
2LYiIVCxY-4,Di Sebalik Tabir Pagari Bulan,2023-10-08 09:30:11,PT23M48S,10196,104,23,127,"grand,brilliance"
XQFLTQDW3ew,DI SEBALIK TABIR FILEM WALID,2023-09-23 12:00:07,PT23M52S,1368,22,6,28,"primeworks studios,layar pictures,walid,megat sharizal,namron,areel abu bakar,geran,puteri qaseh izwandy,geranian stunt team,tok lekir,fad anuar,feiyna tajudin,silat,silat gayung,lekiuqohar,aliff yasraf,empirefilmsolution,taiyuddinbakar"
rgwV1RDGYIg,Treler Walid,2023-08-28 13:00:11,PT1M58S,1517,29,7,36,"grand,brilliance"
fGtn1c_OByQ,OFFICIAL TRAILER SUMPAHAN JERUNEI | DI PAWAGAM 27 JULAI 2023,2023-07-06 13:00:29,PT1M30S,8837,106,4,110,"Primeworks Studio,Sumpahan Jerunei,Anda telah Diberi Amaran!"
joVWmmkLxiE,#HYPNOTIC2023 OFFICIAL FULL TRAILER | BEN AFFLECK | A ROBERT RODRIGUEZ FILM,2023-06-11 09:00:32,PT2M29S,404,5,0,5,"grand,brilliance"
lhkxnGP0HaI,#HYPNOTIC2023 OFFICIAL TRAILER 2 | BEN AFFLECK | A ROBERT RODRIGUEZ FILM,2023-06-10 16:28:29,PT30S,393,1,0,1,"grand,brilliance"
dF3D8zT_rHo,#HYPNOTIC2023 OFFICIAL TRAILER 1 | BEN AFFLECK | A ROBERT RODRIGUEZ FILM,2023-06-09 04:00:23,PT31S,379,3,2,5,"primeworksstudios,primeworksstudiosfilm"
dyJUf6gxBr0,OFFICIAL TRAILER 2 OPERATION FORTUNE: RUSE DE GUERRE,2023-03-15 04:00:14,PT30S,25941,9,0,9,"OPERATIONFORTUNE,OPERATIONFORTUNEMY"
Mwj7cL3MwpQ,OFFICIAL TRAILER OPERATION FORTUNE: RUSE DE GUERRE,2023-03-13 04:16:50,PT30S,25670,9,0,9,"grand,brilliance"
jkmprtu4H_4,TRAILER 2 COAST GUARD: OPS HELANG | KINI DI PAWAGAM,2023-02-10 12:00:11,PT30S,3864,30,3,33,"grand,brilliance"
akB2i4u0OzY,TRAILER COAST GUARD: OPS HELANG | KINI DI PAWAGAM,2023-02-10 07:13:52,PT1M,39052,178,21,199,"grand,brilliance"
51pTgRdFv_4,COAST GUARD: OPS HELANG | DI PAWAGAM 2 FEBRUARI 2023,2023-02-02 11:06:49,PT31S,6216,46,3,49,"grand,brilliance"
ik91UnaVMys,DI SEBALIK TABIR FILEM COAST GUARD MALAYSIA: OPS HELANG,2023-01-29 09:30:10,PT25M22S,77868,771,106,877,#CoastGuard #OPSHelang
7NXQTGtc8MU,Ejen Ali The Movie - Official Trailer #2 (Uzbekistan),2022-02-16 04:00:03,PT22S,22300,154,0,154,"grand,brilliance,#ejenali #uzbekistan #russia #spykid"
lhNeBVdbFFo,Ejen Ali The Movie - Official Trailer (Uzbekistan),2022-02-15 15:05:20,PT1M23S,3595,56,0,56,"grand,brilliance"
d1kx56dYkVo,CABARAN PENGGAMBARAN | J2: J RETRIBUSI,2021-07-30 07:00:19,PT1M53S,664,8,1,9,"grand,brilliance,primeworks studios,infinitus productions,zul ariffin,ashraf sinclair,j revolusi,j retribusi,filem tempatan,filem aksi,filem melayu,disney"
SbTvwseuWAg,PEMILIHAN PELAKON | J2: J RETRIBUSI,2021-07-30 04:59:00,PT3M7S,1119,13,1,14,"grand,brilliance,primeworks studios,infinitus,j retribusi,j2,j revolusi,zul ariffin,ashraf sinclair,rosyam nor,filem melayu,filem aksi,filem tempatan"
6q2bJ08f73M,AININ BASTRISYA | J2: J RETRIBUSI,2021-07-26 12:00:02,PT33S,2616,81,0,81,"grand,brilliance,primeworks studios,infinitus,zul ariffin,ashraf sinclair,rosyam nor,filem tempatan,filem melayu,j revolusi,j retribusi,j2"
wl4DptDaEJ8,ANAS RIDZUAN | J2: J RETRIBUSI,2021-07-26 08:26:30,PT42S,1432,59,3,62,"grand,brilliance,primeworks studios,infinitus,zul ariffin,ashraf sinclair,anas ridzuan,rosyam nor,j revolusi,j retribusi,filem melayu,j2"
xWVXSdQ8Mds,SIAPA BOSS THEEBAAN? | J2: J RETRIBUSI,2021-07-22 16:25:52,PT1M7S,1908,27,4,31,"grand,brilliance,primeworks,theebaan g,zul ariffin,ashraf sinclair,j revolusi,j retribusi,rosyam nor"
IMteFgHq3pg,CABARAN ZUL UNTUK BABAK AKSI | J2: J RETRIBUSI,2021-07-18 16:00:16,PT2M19S,4846,34,3,37,"grand,brilliance,primeworks,zul ariffin,ashraf sinclair,filem,filem melayu,j revolusi,j retribusi,disney plus"
m1UCPrPKJU0,ROSYAM NOR TERUJA | J2: J RETRIBUSI,2021-07-17 16:00:24,PT1M28S,544,7,0,7,"grand,brilliance,primeworks,j retribusi,zul ariffin,ashraf sinclair,rosyam nor,disney plus,filem,box office,filem melayu"
kMcbn9STg48,MEMORI & KENANGAN DI SET | J2: J RETRIBUSI,2021-07-17 07:38:19,PT3M14S,921,12,1,13,"grand,brilliance,ashraf sinclair,j retribusi,j revolusi,filem,box office,trailer,zul ariffin"
4C_iieny-u8,AMELIA - A CONTROL FREAK? | J2: J RETRIBUSI,2021-06-26 03:00:01,PT1M20S,744,12,1,13,"grand,brilliance,primeworks,zul ariffin,amelia henderson,j retribusi,filem melayu"
B53bzhbEOeU,DI SEBALIK TABIR | J2: J RETRIBUSI,2021-06-23 07:00:03,PT24M,45337,506,53,559,"grand,brilliance,ashraf sinclair,zul ariffin,j revolusi,j retribusi,filem melayu,disney plus,box office,the making of"
aY9HzXNwAjE,ASHRAF SINCLAIR: THE PERFECT BAD GUY | J2: J RETRIBUSI,2021-06-18 12:01:40,PT3M48S,4944,77,11,88,"grand,brilliance,ashraf sinclair,zul ariffin,j retribusi,j revolusi,filem melayu,trailer,box office"
2wX8UoTimq8,ZUL CURI-CURI BUAT STUNT? | J2: J RETRIBUSI,2021-06-13 13:25:45,PT3M11S,7386,100,4,104,"grand,brilliance,zul ariffin,primeworks,infinitus,j2,j retribusi,filem melayu,trailer"
WYpUIXG1T44,BABAK KEGEMARAN ZUL | J2: J RETRIBUSI,2021-06-13 13:17:47,PT3M24S,4267,59,4,63,"grand,brilliance"
oU3efsI03rQ,APA KATA TEAM J2? | J2: J RETRIBUSI,2021-06-12 09:00:14,PT1M47S,1614,31,1,32,"grand,brilliance,j2,j retribusi,ashraf sinclair,zul ariffin,filem,filem melayu,disney,amelia henderson"
w_rGdNHaLxo,[BRUNEI] J2: J RETRIBUSI | DI PAWAGAM 24 JUN 2021 (Official Trailer),2021-06-11 13:00:33,PT2M30S,123717,927,135,1062,"grand,brilliance,primeworks,infinitus,tgv,filem melayu,j2,j retribusi,zul ariffin,ashraf sinclair,tv3,trailer,tuju,ralit,j revolusi"
0GYGFj72990,KELAB GENTLEMEN | 12 SEPTEMBER | 9 MALAM | HANYA DI TV3,2020-09-10 04:00:01,PT30S,2602,33,1,34,"grand,brilliance"
FxFdQKDklEo,Pencipta Pegang Waktu (Promo #5) | 31 Julai 2020 (10pm) di TV3,2020-07-31 08:30:00,PT1M7S,4811,27,0,27,"grand,brilliance,primeworks,telemovie,telefilem,filem,tv3,tv3malaysia,hari raya haji,aidiladha,que haidar,khir rahman,kak ogy,puteri balqis,drama sangat"
n9keLFr6dgg,Pencipta Pegang Waktu (Promo #4) | 31 Julai 2020 (10pm) di TV3,2020-07-30 08:30:03,PT40S,2554,13,0,13,"grand,brilliance,primeworks,que haidar,khir rahman,kak ogy,puteri balqis,telemovie,telefilem,filem,raya haji,aidiladha,tv3,tv3 malaysia,drama sangat"
_Im3TmPnvsc,Pencipta Pegang Waktu (Promo #3) | 31 Julai 2020 (10pm) di TV3,2020-07-29 08:30:02,PT31S,5828,33,3,36,"grand,brilliance,primeworks,que haidar,raya haji,aidiladha,telemovie,telefilem,tv3,tv3 malaysia,khir rahman,kak ogy,puteri balqis,movie,filem,drama,drama sangat"
49-887kym2Y,Pencipta Pegang Waktu (Promo #2) | 31 Julai 2020 (10pm) di TV3,2020-07-28 08:30:00,PT33S,2683,20,2,22,"grand,brilliance,primeworks,film,telemovie,telefilem,drama sangat,tv3,tv3 malaysia,hari raya haji,aidiladha,tonton,que haidar,khir rahman,kak ogy,puteri balqis"
jX1Rbq11T7Q,Pencipta Pegang Waktu (Promo #1) | 31 Julai 2020 (10pm) di TV3,2020-07-27 10:07:13,PT59S,11695,99,14,113,"grand,brilliance,primeworks,gambo,que haidar,telefilem,telemovie,tv3,tv3 malaysia,drama sangat,raya,aidiladha,raya haji,k. rahman,khir rahman,kak ogy,puteri balqis"
h8rM254u9xc,ROCK 4 | MALAYSIA HAR INI | 25 FEB 2020,2020-03-10 04:13:05,PT20M26S,978,9,0,9,"malaysia har ini,mhi,rock 4,rockers never dai,rimba bara 2,bulan terry,adam john,nazimi fahmi,tv3malaysia,shawarni ns"
UHUTVqASb0k,ROCK 4 | WANITA HARI INI | 19 FEB 2020,2020-03-09 11:55:09,PT11M44S,638,10,0,10,"wanita hari ini,whi,tv3malaysia,rock4,rockers never dai,hazama,bulan terry,nazimi fahmi,di pawagam,rimba bara 2"
Tb1-XgLXw-A,ROCK 4 | MELODI | 23 FEB 2020,2020-03-09 11:52:58,PT3M22S,312,4,0,4,"rock 4,rockers never dai,tv3malaysia,melodi,rimbabara2,hazama,adam john,bulan terry,nazimi fahmi"
3F8o5h2YoiA,ROCK 4 | MUZIK MUZIK 35 | 24 FEB 2020,2020-03-09 11:41:52,PT8M39S,573,5,0,5,"Muzik muzik 35,rock 4,rockers never dai,rimba bara 2,hazama,nazimi fahmi,adam john,bulan terry,tv3malaysia"
oxjf889gjaM,ROCK 4 | NONA | 1 MAC 2020,2020-03-09 11:28:02,PT3M5S,240,4,0,4,"Nona,rock 4,rockers never dai,hazama"
Y8EV-1B83fM,ROCK 4 | MALAYSIA HARI INI | 2 MAC 2020,2020-03-09 05:15:08,PT9M29S,350,1,0,1,"rock 4,rockers never dai,mhi,Malaysia hari ini,pekin ibrahim,mamat khalid"
Svvo66VGe-g,ROCK 4 | MELODI | 16 FEB 2020,2020-03-09 04:57:28,PT5M47S,384,5,0,5,"rock 4,rockers never dai,melodi,tv3malaysia,rimbabara2,hazama,adam john,bulan terry,nazimi fahmi"
ndbipdRaO7k,ROCK 4 | BORAK KOPITIAM | 29 FEB 2020,2020-03-09 04:43:14,PT10M28S,382,6,0,6,"borak kopitiam,tv3malaysia,rock 4,rockers never dai,pekin ibrahim,adam john,shawarni ns,nazimi fahmi"
KfxtAJTd5FE,MAMAT KHALID | MELODI | 2 FEB 2020,2020-03-09 04:42:32,PT6M29S,822,15,0,15,"rock 4,rockers never dai,tv3malaysia,rimbabara2,melodi,mamat khalid"
TuWXaTPBSts,KASI TEKA ITU TEKI BERSAMA RIMBA BARA 2 | ROCK 4: ROCKERS NEVER DAI DI PAWAGAM 20 FEBRUARI 2020,2020-02-26 13:00:12,PT8M24S,1430,32,0,32,"grand,brilliance"
ccjO6ejWGKY,UP CLOSE & PERSONAL WITH SHARWANI | ROCK 4: ROCKERS NEVER DAI,2020-02-21 12:00:12,PT3M57S,10880,132,31,163,"grand,brilliance,primeworks,mamat khalid,hantu kak limah,filem melayu,hazama,sharwani,jijoe,amy mat piah,zul kapan,hantu kampung pisang"
Q6-jST5tKOg,UP CLOSE & PERSONAL WITH ADAM JOHN | ROCK 4: ROCKERS NEVER DAI,2020-02-20 12:00:12,PT4M25S,12006,96,88,184,"grand,brilliance,rock 4,rock,rock oo,rock bro,mamat khalid,k rahman,amy mat piah,jijoe,filem melayu"
-rfaWYNJrrc,UP CLOSE & PERSONAL WITH HAZAMA | ROCK 4: ROCKERS NEVER DAI,2020-02-19 12:00:14,PT4M17S,5334,63,12,75,"grand,brilliance,rock,rock 4,rock bro,rock oo,mamat khalid,amy mat piah,jijoe,slash,filem melayu"
gnzOggVdK9A,DI SEBALIK TABIR ROCK 4: ROCKERS NEVER DAI | DI PAWAGAM 20 FEBRUARI 2020,2020-02-19 09:00:40,PT21M7S,83836,730,225,955,"grand,brilliance,mamat khalid,rock bro,rock oo,khir rahman,jijoe,amy mat piah,hazama,adam john"
4n-0PSEVtQk,UP CLOSE & PERSONAL WITH BULAN TERRY | ROCK 4: ROCKERS NEVER DAI,2020-02-18 12:00:13,PT2M59S,9821,83,12,95,"grand,brilliance"
Y9D78TVR6nc,"""KAU YANG BERNAMA SERI"" - HAZAMA |  ROCK 4: ROCKERS NEVER DAI - DI PAWAGAM 20 FEBRUARI 2020",2020-02-18 06:15:13,PT2M47S,364459,5755,472,6227,"grand,brilliance"
AqxdwsZBit8,ROCK 4 - ROCKERS NEVER DAI | DI PAWAGAM 20 FEBRUARI 2020 (30 secs promo),2020-02-17 07:00:00,PT31S,8151,69,11,80,"grand,brilliance,rock,rock bro,rock oo,mamat khalid,k rahman,jijoe,amy mat piah,zul kapan,filem melayu,trailer,zack rock"
C0o9G9lKn40,MALAM GALA ROCK 4: ROCKERS NEVER DAI | DI PAWAGAM 20 FEBRUARI 2020,2020-02-14 07:15:00,PT1M56S,1980,24,4,28,"grand,brilliance"
